,date,currency,amount,balance,balance_cedis,amount_cedis,source,type,Cluster,narration,cleaned_narration,sub_category,main_category
2002,2022-05-30 00:00:00,GHS,0.34,365.53,365.53,0.34,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2003,2022-05-30 00:00:00,GHS,0.3,345.23,345.23,0.3,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2004,2022-05-30 00:00:00,GHS,0.6,284.63,284.63,0.6,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2005,2022-05-30 00:00:00,GHS,0.11,277.22,277.22,0.11,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2006,2022-05-30 00:00:00,GHS,0.23,105.44,105.44,0.23,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2007,2022-05-31 00:00:00,GHS,1.5,106.94,106.94,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2008,2022-05-31 00:00:00,GHS,10.89,117.83,117.83,10.89,Standard Chartered,credit,3,CREDIT INTEREST,CREDIT INTEREST,interest payouts,income
2009,2022-06-02 00:00:00,GHS,0.52,82.31,82.31,0.52,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2010,2022-06-06 00:00:00,GHS,0.53,82.84,82.84,0.53,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2011,2022-06-07 00:00:00,GHS,1.5,74.34,74.34,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2012,2022-06-10 00:00:00,GHS,0.9,263.44,263.44,0.9,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2013,2022-06-10 00:00:00,GHS,250.0,324.33,324.33,250.0,Standard Chartered,credit,3,IBANKING TRANSFER FROM FUNDS,IBANKING TRANSFER FROM FUNDS,bank transfer,transfers
2014,2022-06-10 00:00:00,GHS,0.45,232.99,232.99,0.45,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2015,2022-06-10 00:00:00,GHS,0.6,192.39,192.39,0.6,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2016,2022-06-13 00:00:00,GHS,1.5,7.01,7.01,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2017,2022-06-13 00:00:00,GHS,0.13,183.26,183.26,0.13,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2018,2022-06-14 00:00:00,GHS,0.14,7.15,7.15,0.14,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY,REFUND ELEVY CHARGE MOBILE MONEY,reversals,reversals
2019,2022-06-22 00:00:00,GHS,0.07,2.08,2.08,0.07,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2020,2022-06-28 00:00:00,GHS,0.08,2.16,2.16,0.08,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2021,2022-06-30 00:00:00,GHS,0.01,2.17,2.17,0.01,Standard Chartered,credit,3,CREDIT INTEREST,CREDIT INTEREST,interest payouts,income
2022,2022-07-04 00:00:00,GHS,15.0,3540.0,3540.0,15.0,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2023,2022-07-04 00:00:00,GHS,6.45,4562.5,4562.5,6.45,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2024,2022-07-04 00:00:00,GHS,7.5,3555.0,3555.0,7.5,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2025,2022-07-04 00:00:00,GHS,3.37,19.13,19.13,3.37,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2026,2022-07-04 00:00:00,GHS,22.5,517.5,517.5,22.5,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2027,2022-07-04 00:00:00,GHS,6.75,12.38,12.38,6.75,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2028,2022-07-04 00:00:00,GHS,3.22,4568.95,4568.95,3.22,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2029,2022-07-04 00:00:00,GHS,45.0,472.5,472.5,45.0,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2030,2022-07-05 00:00:00,GHS,1.5,15.38,15.38,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2031,2022-07-05 00:00:00,GHS,1.5,13.88,13.88,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2032,2022-07-14 00:00:00,GHS,0.38,4489.5,4489.5,0.38,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2033,2022-07-15 00:00:00,GHS,0.38,4489.88,4489.88,0.38,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2034,2022-07-22 00:00:00,GHS,6.3,3844.63,3844.63,6.3,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2035,2022-07-22 00:00:00,GHS,3.15,3850.93,3850.93,3.15,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2036,2022-07-25 00:00:00,GHS,6.3,3846.13,3846.13,6.3,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY ONE,REFUND ELEVY CHARGE MOBILE MONEY ONE,reversals,reversals
2037,2022-07-25 00:00:00,GHS,1.5,3839.83,3839.83,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2038,2022-07-25 00:00:00,GHS,6.3,3838.33,3838.33,6.3,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY ONE,ELEVY CHARGE MOBILE MONEY ONE,government tax,charges
2039,2022-07-29 00:00:00,GHS,2.86,2817.28,2817.28,2.86,Standard Chartered,credit,3,CREDIT INTEREST,CREDIT INTEREST,interest payouts,income
2040,2022-08-02 00:00:00,GHS,3.37,7256.39,7256.39,3.37,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2041,2022-08-02 00:00:00,GHS,6.75,7249.64,7249.64,6.75,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2042,2022-08-03 00:00:00,GHS,1.5,7117.14,7117.14,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2043,2022-08-05 00:00:00,GHS,0.17,10005.46,10005.46,0.17,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2044,2022-08-05 00:00:00,GHS,1900.0,10017.14,10017.14,1900.0,Standard Chartered,credit,3,IBANKING TRANSFER FROM FUNDS,IBANKING TRANSFER FROM FUNDS,bank transfer,transfers
2045,2022-08-05 00:00:00,GHS,0.28,9986.19,9986.19,0.28,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2046,2022-08-08 00:00:00,GHS,2.25,10718.58,10718.58,2.25,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2047,2022-08-08 00:00:00,GHS,0.45,11180.69,11180.69,0.45,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2048,2022-08-08 00:00:00,GHS,1.05,11109.64,11109.64,1.05,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2049,2022-08-08 00:00:00,GHS,0.26,11091.88,11091.88,0.26,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2050,2022-08-08 00:00:00,GHS,1.05,11020.83,11020.83,1.05,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2051,2022-08-08 00:00:00,GHS,4.5,10714.08,10714.08,4.5,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2052,2022-08-08 00:00:00,GHS,0.92,10416.16,10416.16,0.92,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2053,2022-08-08 00:00:00,GHS,1.84,10414.32,10414.32,1.84,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2054,2022-08-08 00:00:00,GHS,0.09,10408.23,10408.23,0.09,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2055,2022-08-08 00:00:00,GHS,0.45,10408.68,10408.68,0.45,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2056,2022-08-08 00:00:00,GHS,0.76,10306.92,10306.92,0.76,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2057,2022-08-08 00:00:00,GHS,1.51,10305.41,10305.41,1.51,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2058,2022-08-09 00:00:00,GHS,0.9,10244.51,10244.51,0.9,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2059,2022-08-09 00:00:00,GHS,1.75,10246.26,10246.26,1.75,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2060,2022-08-09 00:00:00,GHS,2.54,10248.81,10248.81,2.54,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2061,2022-08-10 00:00:00,GHS,0.9,10115.7,10115.7,0.9,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2062,2022-08-11 00:00:00,GHS,3.0,9864.52,9864.52,3.0,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2063,2022-08-11 00:00:00,GHS,1.5,9867.52,9867.52,1.5,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2064,2022-08-11 00:00:00,GHS,0.69,10069.02,10069.02,0.69,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2065,2022-08-12 00:00:00,GHS,1.5,9763.02,9763.02,1.5,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2066,2022-08-12 00:00:00,GHS,0.32,9744.89,9744.89,0.32,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2067,2022-08-12 00:00:00,GHS,3.69,9766.7,9766.7,3.69,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2068,2022-08-15 00:00:00,GHS,1.82,9652.31,9652.31,1.82,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2069,2022-08-15 00:00:00,GHS,0.37,9650.49,9650.49,0.37,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2070,2022-08-15 00:00:00,GHS,0.81,9675.36,9675.36,0.81,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2071,2022-08-15 00:00:00,GHS,0.22,9730.17,9730.17,0.22,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2072,2022-08-16 00:00:00,GHS,1.38,9125.87,9125.87,1.38,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2073,2022-08-17 00:00:00,GHS,0.24,9109.64,9109.64,0.24,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2074,2022-08-17 00:00:00,GHS,0.21,9095.43,9095.43,0.21,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2075,2022-08-18 00:00:00,GHS,0.16,9022.35,9022.35,0.16,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2076,2022-08-18 00:00:00,GHS,0.43,9066.0,9066.0,0.43,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2077,2022-08-18 00:00:00,GHS,0.31,9045.19,9045.19,0.31,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2078,2022-08-18 00:00:00,GHS,0.18,9033.01,9033.01,0.18,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2079,2022-08-18 00:00:00,GHS,0.15,8994.44,8994.44,0.15,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2080,2022-08-18 00:00:00,GHS,0.26,9004.59,9004.59,0.26,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2081,2022-08-18 00:00:00,GHS,0.75,8943.69,8943.69,0.75,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2082,2022-08-18 00:00:00,GHS,1.5,8842.19,8842.19,1.5,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2083,2022-08-19 00:00:00,GHS,3.72,8801.7,8801.7,3.72,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2084,2022-08-19 00:00:00,GHS,0.66,8797.98,8797.98,0.66,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2085,2022-08-19 00:00:00,GHS,0.45,8842.64,8842.64,0.45,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2086,2022-08-22 00:00:00,GHS,0.43,8772.27,8772.27,0.43,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2087,2022-08-22 00:00:00,GHS,0.61,8731.16,8731.16,0.61,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2088,2022-08-22 00:00:00,GHS,2.25,8428.91,8428.91,2.25,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2089,2022-08-22 00:00:00,GHS,4.5,8424.41,8424.41,4.5,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2090,2022-08-22 00:00:00,GHS,1.5,8322.91,8322.91,1.5,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2091,2022-08-22 00:00:00,GHS,0.63,8280.28,8280.28,0.63,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2092,2022-08-22 00:00:00,GHS,0.27,8161.53,8161.53,0.27,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2093,2022-08-22 00:00:00,GHS,0.76,8228.52,8228.52,0.76,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2094,2022-08-22 00:00:00,GHS,0.21,8084.4,8084.4,0.21,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2095,2022-08-22 00:00:00,GHS,0.55,8098.61,8098.61,0.55,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2096,2022-08-22 00:00:00,GHS,0.37,8136.16,8136.16,0.37,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2097,2022-08-22 00:00:00,GHS,0.72,8179.8,8179.8,0.72,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2098,2022-08-23 00:00:00,GHS,0.77,7080.83,7080.83,0.77,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2099,2022-08-23 00:00:00,GHS,0.66,7080.06,7080.06,0.66,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2100,2022-08-23 00:00:00,GHS,1.5,7083.7,7083.7,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2101,2022-08-23 00:00:00,GHS,1.37,7082.2,7082.2,1.37,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2102,2022-08-24 00:00:00,GHS,0.9,9022.79,9022.79,0.9,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2103,2022-08-25 00:00:00,GHS,0.45,8456.83,8456.83,0.45,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2104,2022-08-25 00:00:00,GHS,0.52,8987.28,8987.28,0.52,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2105,2022-08-25 00:00:00,GHS,3.0,8053.83,8053.83,3.0,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2106,2022-08-25 00:00:00,GHS,6.0,8047.83,8047.83,6.0,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2107,2022-08-25 00:00:00,GHS,0.9,8048.73,8048.73,0.9,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2108,2022-08-26 00:00:00,GHS,0.31,8027.42,8027.42,0.31,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2109,2022-08-26 00:00:00,GHS,0.18,8015.24,8015.24,0.18,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2110,2022-08-26 00:00:00,GHS,0.39,7988.85,7988.85,0.39,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2111,2022-08-26 00:00:00,GHS,0.45,7958.4,7958.4,0.45,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2112,2022-08-26 00:00:00,GHS,0.46,7927.44,7927.44,0.46,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2113,2022-08-26 00:00:00,GHS,0.42,7899.02,7899.02,0.42,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2114,2022-08-26 00:00:00,GHS,6.0,7471.11,7471.11,6.0,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2115,2022-08-26 00:00:00,GHS,2.08,7328.99,7328.99,2.08,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2116,2022-08-26 00:00:00,GHS,1.04,7331.07,7331.07,1.04,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2117,2022-08-26 00:00:00,GHS,3.0,7477.11,7477.11,3.0,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2118,2022-08-26 00:00:00,GHS,6.97,7880.11,7880.11,6.97,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2119,2022-08-26 00:00:00,GHS,0.38,7873.14,7873.14,0.38,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2120,2022-08-29 00:00:00,GHS,1.87,6968.01,6968.01,1.87,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2121,2022-08-29 00:00:00,GHS,1.05,6408.55,6408.55,1.05,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2122,2022-08-29 00:00:00,GHS,7.11,6479.6,6479.6,7.11,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2123,2022-08-29 00:00:00,GHS,3.55,6486.71,6486.71,3.55,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2124,2022-08-29 00:00:00,GHS,3.75,6964.26,6964.26,3.75,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2125,2022-08-29 00:00:00,GHS,0.31,7219.88,7219.88,0.31,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2126,2022-08-29 00:00:00,GHS,0.93,7240.69,7240.69,0.93,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2127,2022-08-29 00:00:00,GHS,0.37,7303.62,7303.62,0.37,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2128,2022-08-29 00:00:00,GHS,1.2,6327.35,6327.35,1.2,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2129,2022-08-29 00:00:00,GHS,0.57,6140.74,6140.74,0.57,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2130,2022-08-29 00:00:00,GHS,0.22,6312.13,6312.13,0.22,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2131,2022-08-29 00:00:00,GHS,0.18,6178.82,6178.82,0.18,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2132,2022-08-29 00:00:00,GHS,0.42,6191.0,6191.0,0.42,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2133,2022-08-29 00:00:00,GHS,1.5,6180.32,6180.32,1.5,Standard Chartered,credit,3,REFUND ELEVY CHARGE MOBILE MONEY DD,REFUND ELEVY CHARGE MOBILE MONEY DD,reversals,reversals
2134,2022-08-29 00:00:00,GHS,0.41,6229.42,6229.42,0.41,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2135,2022-08-29 00:00:00,GHS,0.16,6257.33,6257.33,0.16,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2136,2022-08-29 00:00:00,GHS,0.64,6268.49,6268.49,0.64,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2137,2022-08-30 00:00:00,GHS,1.09,5925.13,5925.13,1.09,Standard Chartered,debit,3,BILL PAYMENT CHARGE,BILL PAYMENT CHARGE,charges_or_fees,charges
2138,2022-08-30 00:00:00,GHS,0.52,6096.59,6096.59,0.52,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2139,2022-08-30 00:00:00,GHS,0.37,6071.22,6071.22,0.37,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2140,2022-08-30 00:00:00,GHS,0.13,6132.11,6132.11,0.13,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
2141,2022-08-30 00:00:00,GHS,2.17,5922.96,5922.96,2.17,Standard Chartered,debit,3,ELEVY CHARGE MOBILE MONEY,ELEVY CHARGE MOBILE MONEY,government tax,charges
